"game_id","home_team","away_team","home_score","away_score","season","game_time","game_date"
"2022-10-25DETNJD","DET","NJD","2","6","2022","19:00:00","2022-10-25"
"2022-10-25LAKTBL","LAK","TBL","4","2","2022","22:30:00","2022-10-25"
"2022-10-25MTLMIN","MTL","MIN","1","3","2022","19:00:00","2022-10-25"
"2022-10-25NYRCOL","NYR","COL","2","3","2022","20:00:00","2022-10-25"
"2022-10-25SEABUF","SEA","BUF","5","1","2022","22:00:00","2022-10-25"
"2022-10-25SJSVGK","SJS","VGK","2","4","2022","22:30:00","2022-10-25"
"2022-10-26ANATBL","ANA","TBL","2","4","2022","22:00:00","2022-10-26"
"2022-10-26NYINYR","NYI","NYR","3","0","2022","19:30:00","2022-10-26"
"2022-10-26STLEDM","STL","EDM","1","3","2022","20:00:00","2022-10-26"
"2022-10-27BOSDET","BOS","DET","5","1","2022","19:00:00","2022-10-27"
"2022-10-27BUFMTL","BUF","MTL","2","3","2022","19:00:00","2022-10-27"
"2022-10-27CHIEDM","CHI","EDM","5","6","2022","20:30:00","2022-10-27"
"2022-10-27DALWSH","DAL","WSH","2","0","2022","20:30:00","2022-10-27"
"2022-10-27LAKWPG","LAK","WPG","4","6","2022","22:30:00","2022-10-27"
"2022-10-27NSHSTL","NSH","STL","6","2","2022","20:00:00","2022-10-27"
"2022-10-27OTTMIN","OTT","MIN","2","4","2022","19:00:00","2022-10-27"
"2022-10-27PHIFLA","PHI","FLA","4","3","2022","19:00:00","2022-10-27"
"2022-10-27SEAVAN","SEA","VAN","4","5","2022","22:00:00","2022-10-27"
"2022-10-27SJSTOR","SJS","TOR","4","3","2022","22:30:00","2022-10-27"
"2022-10-28ARIWPG","ARI","WPG","2","3","2022","22:30:00","2022-10-28"
"2022-10-28CARNYI","CAR","NYI","2","6","2022","19:00:00","2022-10-28"
"2022-10-28CBJBOS","CBJ","BOS","0","4","2022","19:00:00","2022-10-28"
"2022-10-28NJDCOL","NJD","COL","1","0","2022","19:00:00","2022-10-28"
"2022-10-28VANPIT","VAN","PIT","5","1","2022","22:00:00","2022-10-28"
"2022-10-28VGKANA","VGK","ANA","4","0","2022","18:00:00","2022-10-28"
"2022-10-29BUFCHI","BUF","CHI","4","3","2022","19:00:00","2022-10-29"
"2022-10-29CGYEDM","CGY","EDM","2","3","2022","22:00:00","2022-10-29"
"2022-10-29DALNYR","DAL","NYR","3","6","2022","14:00:00","2022-10-29"
"2022-10-29DETMIN","DET","MIN","2","1","2022","19:00:00","2022-10-29"
"2022-10-29FLAOTT","FLA","OTT","5","3","2022","16:00:00","2022-10-29"
"2022-10-29LAKTOR","LAK","TOR","4","2","2022","19:00:00","2022-10-29"
"2022-10-29NSHWSH","NSH","WSH","0","3","2022","20:00:00","2022-10-29"
"2022-10-29NYICOL","NYI","COL","5","4","2022","19:30:00","2022-10-29"
"2022-10-29PHICAR","PHI","CAR","3","4","2022","19:00:00","2022-10-29"
"2022-10-29SEAPIT","SEA","PIT","3","1","2022","22:00:00","2022-10-29"
"2022-10-29SJSTBL","SJS","TBL","3","4","2022","16:30:00","2022-10-29"
"2022-10-29STLMTL","STL","MTL","4","7","2022","19:00:00","2022-10-29"
"2022-10-30ANATOR","ANA","TOR","4","3","2022","20:00:00","2022-10-30"
"2022-10-30ARINYR","ARI","NYR","2","3","2022","20:00:00","2022-10-30"
"2022-10-30CHIMIN","CHI","MIN","3","4","2022","19:00:00","2022-10-30"
"2022-10-30NJDCBJ","NJD","CBJ","7","1","2022","14:00:00","2022-10-30"
"2022-10-30VGKWPG","VGK","WPG","2","1","2022","20:00:00","2022-10-30"
"2022-10-31BUFDET","BUF","DET","8","3","2022","19:00:00","2022-10-31"
"2022-10-31CARWSH","CAR","WSH","3","2","2022","19:00:00","2022-10-31"
"2022-10-31STLLAK","STL","LAK","1","5","2022","20:00:00","2022-10-31"
"2022-11-01ARIFLA","ARI","FLA","3","1","2022","22:00:00","2022-11-01"
"2022-11-01CGYSEA","CGY","SEA","4","5","2022","21:00:00","2022-11-01"
"2022-11-01CHINYI","CHI","NYI","1","3","2022","20:30:00","2022-11-01"
"2022-11-01DALLAK","DAL","LAK","5","2","2022","20:30:00","2022-11-01"
"2022-11-01EDMNSH","EDM","NSH","7","4","2022","21:00:00","2022-11-01"
"2022-11-01MINMTL","MIN","MTL","4","1","2022","20:00:00","2022-11-01"
"2022-11-01NYRPHI","NYR","PHI","1","0","2022","19:00:00","2022-11-01"
"2022-11-01PITBOS","PIT","BOS","5","6","2022","20:00:00","2022-11-01"
"2022-11-01SJSANA","SJS","ANA","5","6","2022","22:30:00","2022-11-01"
"2022-11-01TBLOTT","TBL","OTT","4","3","2022","19:00:00","2022-11-01"
"2022-11-01VANNJD","VAN","NJD","2","5","2022","22:00:00","2022-11-01"
"2022-11-01WSHVGK","WSH","VGK","2","3","2022","19:00:00","2022-11-01"
"2022-11-02BUFPIT","BUF","PIT","6","3","2022","19:30:00","2022-11-02"
"2022-11-02TORPHI","TOR","PHI","5","2","2022","19:00:00","2022-11-02"
"2022-11-03ARIDAL","ARI","DAL","2","7","2022","22:00:00","2022-11-03"
"2022-11-03CGYNSH","CGY","NSH","1","4","2022","21:00:00","2022-11-03"
"2022-11-03CHILAK","CHI","LAK","2","1","2022","20:30:00","2022-11-03"
"2022-11-03DETWSH","DET","WSH","3","1","2022","19:00:00","2022-11-03"
"2022-11-03EDMNJD","EDM","NJD","3","4","2022","21:00:00","2022-11-03"
"2022-11-03MINSEA","MIN","SEA","0","4","2022","20:00:00","2022-11-03"
"2022-11-03NYRBOS","NYR","BOS","2","5","2022","19:30:00","2022-11-03"
"2022-11-03OTTVGK","OTT","VGK","4","5","2022","19:00:00","2022-11-03"
"2022-11-03SJSFLA","SJS","FLA","3","4","2022","22:30:00","2022-11-03"
"2022-11-03STLNYI","STL","NYI","2","5","2022","20:00:00","2022-11-03"
"2022-11-03TBLCAR","TBL","CAR","3","4","2022","19:00:00","2022-11-03"
"2022-11-03VANANA","VAN","ANA","8","5","2022","22:00:00","2022-11-03"
"2022-11-03WPGMTL","WPG","MTL","3","2","2022","20:00:00","2022-11-03"
"2022-11-04CARBUF","CAR","BUF","5","3","2022","19:00:00","2022-11-04"
"2022-11-04COLCBJ","COL","CBJ","6","3","2022","14:00:00","2022-11-04"
"2022-11-05CBJCOL","CBJ","COL","1","5","2022","14:00:00","2022-11-05"
"2022-11-05CGYNJD","CGY","NJD","3","4","2022","22:00:00","2022-11-05"
"2022-11-05DETNYI","DET","NYI","3","0","2022","13:00:00","2022-11-05"
"2022-11-05EDMDAL","EDM","DAL","2","6","2022","16:00:00","2022-11-05"
"2022-11-05LAKFLA","LAK","FLA","5","4","2022","22:30:00","2022-11-05"
"2022-11-05MTLVGK","MTL","VGK","4","6","2022","19:00:00","2022-11-05"
"2022-11-05OTTPHI","OTT","PHI","1","2","2022","19:00:00","2022-11-05"
"2022-11-05PITSEA","PIT","SEA","2","3","2022","19:00:00","2022-11-05"
"2022-11-05SJSANA","SJS","ANA","4","5","2022","22:30:00","2022-11-05"
"2022-11-05TBLBUF","TBL","BUF","5","3","2022","19:00:00","2022-11-05"
"2022-11-05TORBOS","TOR","BOS","2","1","2022","19:00:00","2022-11-05"
"2022-11-05VANNSH","VAN","NSH","3","4","2022","22:00:00","2022-11-05"
"2022-11-05WPGCHI","WPG","CHI","4","0","2022","15:00:00","2022-11-05"
"2022-11-05WSHARI","WSH","ARI","2","3","2022","19:00:00","2022-11-05"
"2022-11-06ANAFLA","ANA","FLA","3","5","2022","21:00:00","2022-11-06"
"2022-11-06CARTOR","CAR","TOR","1","3","2022","17:00:00","2022-11-06"
"2022-11-06NYRDET","NYR","DET","2","3","2022","17:00:00","2022-11-06"
"2022-11-07BOSSTL","BOS","STL","3","1","2022","19:00:00","2022-11-07"
"2022-11-07NYICGY","NYI","CGY","4","3","2022","19:00:00","2022-11-07"
"2022-11-07WSHEDM","WSH","EDM","5","4","2022","20:00:00","2022-11-07"
"2022-11-08BUFARI","BUF","ARI","1","4","2022","19:00:00","2022-11-08"
"2022-11-08DETMTL","DET","MTL","2","3","2022","19:00:00","2022-11-08"
"2022-11-08LAKMIN","LAK","MIN","1","0","2022","22:30:00","2022-11-08"
"2022-11-08NJDCGY","NJD","CGY","3","2","2022","19:00:00","2022-11-08"
"2022-11-08NYRNYI","NYR","NYI","3","4","2022","19:00:00","2022-11-08"
"2022-11-08OTTVAN","OTT","VAN","4","6","2022","19:00:00","2022-11-08"
"2022-11-08PHISTL","PHI","STL","5","1","2022","19:00:00","2022-11-08"
"2022-11-08SEANSH","SEA","NSH","5","1","2022","22:00:00","2022-11-08"
"2022-11-08TBLEDM","TBL","EDM","2","3","2022","19:30:00","2022-11-08"
"2022-11-08TORVGK","TOR","VGK","3","4","2022","19:00:00","2022-11-08"
"2022-11-08WPGDAL","WPG","DAL","5","1","2022","20:00:00","2022-11-08"
"2022-11-09ANAMIN","ANA","MIN","1","4","2022","22:00:00","2022-11-09"
"2022-11-09FLACAR","FLA","CAR","3","0","2022","19:00:00","2022-11-09"
"2022-11-09MTLVAN","MTL","VAN","5","2","2022","19:30:00","2022-11-09"
"2022-11-09WSHPIT","WSH","PIT","1","4","2022","19:30:00","2022-11-09"
"2022-11-10BOSCGY","BOS","CGY","3","1","2022","19:00:00","2022-11-10"
"2022-11-10BUFVGK","BUF","VGK","4","7","2022","19:00:00","2022-11-10"
"2022-11-10CAREDM","CAR","EDM","7","2","2022","19:00:00","2022-11-10"
"2022-11-10CBJPHI","CBJ","PHI","5","2","2022","19:00:00","2022-11-10"
"2022-11-10COLNSH","COL","NSH","5","3","2022","21:00:00","2022-11-10"
"2022-11-10DETNYR","DET","NYR","2","8","2022","19:00:00","2022-11-10"
"2022-11-10LAKCHI","LAK","CHI","2","1","2022","22:30:00","2022-11-10"
"2022-11-10NJDOTT","NJD","OTT","4","3","2022","19:00:00","2022-11-10"
"2022-11-10NYIARI","NYI","ARI","0","2","2022","19:30:00","2022-11-10"
"2022-11-10STLSJS","STL","SJS","5","3","2022","20:00:00","2022-11-10"
"2022-11-11DALSJS","DAL","SJS","4","5","2022","20:30:00","2022-11-11"
"2022-11-11SEAMIN","SEA","MIN","0","1","2022","22:00:00","2022-11-11"
"2022-11-11TORPIT","TOR","PIT","2","4","2022","19:00:00","2022-11-11"
"2022-11-11WSHTBL","WSH","TBL","5","1","2022","19:00:00","2022-11-11"
"2022-11-12ANACHI","ANA","CHI","2","3","2022","22:00:00","2022-11-12"
"2022-11-12BUFBOS","BUF","BOS","1","3","2022","19:00:00","2022-11-12"
"2022-11-12CGYWPG","CGY","WPG","3","2","2022","22:00:00","2022-11-12"
"2022-11-12COLCAR","COL","CAR","4","1","2022","21:00:00","2022-11-12"
"2022-11-12FLAEDM","FLA","EDM","2","4","2022","16:00:00","2022-11-12"
"2022-11-12LAKDET","LAK","DET","4","3","2022","22:30:00","2022-11-12"
"2022-11-12MTLPIT","MTL","PIT","5","4","2022","19:00:00","2022-11-12"
"2022-11-12NJDARI","NJD","ARI","4","2","2022","19:00:00","2022-11-12"
"2022-11-12NSHNYR","NSH","NYR","2","1","2022","20:00:00","2022-11-12"
"2022-11-12NYICBJ","NYI","CBJ","4","3","2022","19:30:00","2022-11-12"
"2022-11-12PHIOTT","PHI","OTT","1","4","2022","13:00:00","2022-11-12"
"2022-11-12TORVAN","TOR","VAN","3","2","2022","19:00:00","2022-11-12"
"2022-11-12VGKSTL","VGK","STL","2","3","2022","22:00:00","2022-11-12"
"2022-11-13BOSVAN","BOS","VAN","5","2","2022","18:00:00","2022-11-13"
"2022-11-13MINSJS","MIN","SJS","2","3","2022","18:00:00","2022-11-13"
"2022-11-13NYRARI","NYR","ARI","4","1","2022","19:00:00","2022-11-13"
"2022-11-13PHIDAL","PHI","DAL","1","5","2022","13:00:00","2022-11-13"
"2022-11-13SEAWPG","SEA","WPG","2","3","2022","20:00:00","2022-11-13"
"2022-11-13TBLWSH","TBL","WSH","6","3","2022","19:00:00","2022-11-13"
"2022-11-14CGYLAK","CGY","LAK","6","5","2022","20:30:00","2022-11-14"
"2022-11-14CHICAR","CHI","CAR","0","3","2022","20:30:00","2022-11-14"
"2022-11-14COLSTL","COL","STL","2","3","2022","21:00:00","2022-11-14"
"2022-11-14OTTNYI","OTT","NYI","2","4","2022","17:30:00","2022-11-14"
"2022-11-15ANADET","ANA","DET","3","2","2022","22:00:00","2022-11-15"
"2022-11-15BUFVAN","BUF","VAN","4","5","2022","19:00:00","2022-11-15"
"2022-11-15CBJPHI","CBJ","PHI","5","4","2022","19:30:00","2022-11-15"
"2022-11-15FLAWSH","FLA","WSH","5","2","2022","19:00:00","2022-11-15"
"2022-11-15MTLNJD","MTL","NJD","1","5","2022","19:00:00","2022-11-15"
"2022-11-15NSHMIN","NSH","MIN","2","1","2022","20:00:00","2022-11-15"
"2022-11-15PITTOR","PIT","TOR","2","5","2022","19:00:00","2022-11-15"
"2022-11-15TBLDAL","TBL","DAL","5","4","2022","19:00:00","2022-11-15"
"2022-11-15VGKSJS","VGK","SJS","2","5","2022","22:00:00","2022-11-15"
"2022-11-16CHISTL","CHI","STL","2","5","2022","19:30:00","2022-11-16"
"2022-11-16EDMLAK","EDM","LAK","1","3","2022","22:00:00","2022-11-16"
"2022-11-16OTTBUF","OTT","BUF","4","1","2022","19:00:00","2022-11-16"
"2022-11-17BOSPHI","BOS","PHI","4","1","2022","19:00:00","2022-11-17"
"2022-11-17CARCOL","CAR","COL","2","3","2022","19:00:00","2022-11-17"
"2022-11-17CBJMTL","CBJ","MTL","6","4","2022","19:00:00","2022-11-17"
