game_id,team,opp_team,season,next_game_id,score,opp_score,win,reg_win,overtime,odds,opp_odds,ot_odds,game_date,situation,is_home,game_time,iceTime,opp_xGoalsPercentage,xGoalsPercentage,opp_corsiPercentage,corsiPercentage,opp_fenwickPercentage,fenwickPercentage,opp_xOnGoal,opp_xGoals,opp_xRebounds,opp_xFreeze,opp_xPlayStopped,opp_xPlayContinuedInZone,opp_xPlayContinuedOutsideZone,opp_flurryAdjustedxGoals,opp_scoreVenueAdjustedxGoals,opp_flurryScoreVenueAdjustedxGoals,opp_shotsOnGoal,opp_missedShots,opp_blockedShotAttempts,opp_shotAttempts,opp_goals,opp_rebounds,opp_reboundGoals,opp_freeze,opp_playStopped,opp_playContinuedInZone,opp_playContinuedOutsideZone,opp_savedShotsOnGoal,opp_savedUnblockedShotAttempts,opp_penalties,opp_penalityMinutes,opp_faceOffsWon,opp_hits,opp_takeaways,opp_giveaways,opp_lowDangerShots,opp_mediumDangerShots,opp_highDangerShots,opp_lowDangerxGoals,opp_mediumDangerxGoals,opp_highDangerxGoals,opp_lowDangerGoals,opp_mediumDangerGoals,opp_highDangerGoals,opp_scoreAdjustedShotsAttempts,opp_unblockedShotAttempts,opp_scoreAdjustedUnblockedShotAttempts,opp_dZoneGiveaways,opp_xGoalsFromxReboundsOfShots,opp_xGoalsFromActualReboundsOfShots,opp_reboundxGoals,opp_totalShotCredit,opp_scoreAdjustedTotalShotCredit,opp_scoreFlurryAdjustedTotalShotCredit,xOnGoal,xGoals,xRebounds,xFreeze,xPlayStopped,xPlayContinuedInZone,xPlayContinuedOutsideZone,flurryAdjustedxGoals,scoreVenueAdjustedxGoals,flurryScoreVenueAdjustedxGoals,shotsOnGoal,missedShots,blockedShotAttempts,shotAttempts,goals,rebounds,reboundGoals,freeze,playStopped,playContinuedInZone,playContinuedOutsideZone,savedShotsOnGoal,savedUnblockedShotAttempts,penalties,penalityMinutes,faceOffsWon,hits,takeaways,giveaways,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,scoreAdjustedShotsAttempts,unblockedShotAttempts,scoreAdjustedUnblockedShotAttempts,dZoneGiveaways,xGoalsFromxReboundsOfShots,xGoalsFromActualReboundsOfShots,reboundxGoals,totalShotCredit,scoreAdjustedTotalShotCredit,scoreFlurryAdjustedTotalShotCredit
2022-11-21VANVGK,VAN,VGK,2022,2022-11-23COLVAN,4,5,0,0,0,0.35714,0.4717,0.22831,2022-11-21,5on5,1,22:30:00,3236,0.725,0.275,0.54,0.46,0.5769,0.4231,33.122,4.036,2.482,7.405,1.034,17.199,12.844,3.813,4.262,4.028,37,8,9,54,5,5,1,10,0,7,18,32,40,1,2,26,14,7,2,27,11,7,0.798,1.358,1.88,1,2,2,56.373,45,47.136,0,0.525,1.304,1.304,3.257,3.467,3.424,24.412,1.531,1.486,6.141,0.748,13.412,9.681,1.502,1.479,1.45,26,7,13,46,4,1,1,15,0,5,8,22,29,1,2,31,25,4,9,26,6,1,0.627,0.675,0.229,2,1,1,44.675,33,32.014,5,0.304,0.19,0.19,1.645,1.578,1.566
2022-11-21WPGCAR,CAR,WPG,2022,2022-11-23CARARI,3,4,0,0,1,0.50761,0.31447,0.23419,2022-11-21,5on5,0,19:30:00,3075,0.5342,0.4658,0.3529,0.6471,0.381,0.619,17.466,1.929,1.45,3.685,0.558,9.655,6.723,1.883,1.918,1.872,16,8,6,30,3,3,1,1,0,7,10,13,21,2,4,11,15,7,8,11,13,0,0.354,1.575,0.0,0,3,0,30.88,24,24.413,6,0.297,0.396,0.396,1.831,1.819,1.809,27.372,1.682,1.624,7.159,0.942,15.956,11.637,1.664,1.687,1.669,14,25,16,55,0,3,0,2,0,13,21,14,39,1,2,16,15,4,6,35,2,2,0.991,0.22,0.47,0,0,0,53.492,39,38.431,5,0.324,0.331,0.331,1.676,1.681,1.67
2022-11-21WPGCAR,WPG,CAR,2022,2022-11-23MINWPG,4,3,1,0,1,0.31447,0.50761,0.23419,2022-11-21,5on5,1,19:30:00,3075,0.4658,0.5342,0.6471,0.3529,0.619,0.381,27.372,1.682,1.624,7.159,0.942,15.956,11.637,1.664,1.687,1.669,14,25,16,55,0,3,0,2,0,13,21,14,39,1,2,16,15,4,6,35,2,2,0.991,0.22,0.47,0,0,0,53.492,39,38.431,5,0.324,0.331,0.331,1.676,1.681,1.67,17.466,1.929,1.45,3.685,0.558,9.655,6.723,1.883,1.918,1.872,16,8,6,30,3,3,1,1,0,7,10,13,21,2,4,11,15,7,8,11,13,0,0.354,1.575,0.0,0,3,0,30.88,24,24.413,6,0.297,0.396,0.396,1.831,1.819,1.809
2022-11-22LAKNYR,LAK,NYR,2022,2022-11-27LAKOTT,3,5,0,0,0,0.36765,0.44843,0.23753,2022-11-22,5on5,1,22:30:00,3381,0.3626,0.6374,0.4706,0.5294,0.4203,0.5797,20.66,1.475,1.319,4.697,0.621,11.965,8.923,1.458,1.523,1.505,22,7,19,48,3,0,0,4,1,13,8,19,26,2,4,26,41,2,9,25,4,0,0.958,0.517,0.0,3,0,0,48.758,29,29.082,9,0.274,0.0,0.0,1.749,1.804,1.784,28.957,2.593,1.773,7.102,0.931,15.777,11.825,2.559,2.53,2.497,36,4,14,54,2,1,0,8,2,14,13,34,38,1,2,28,27,6,6,32,4,4,1.002,0.506,1.086,1,0,1,53.016,40,39.382,6,0.366,0.33,0.33,2.628,2.549,2.517
2022-11-22LAKNYR,NYR,LAK,2022,2022-11-23ANANYR,5,3,1,1,0,0.44843,0.36765,0.23753,2022-11-22,5on5,0,22:30:00,3381,0.6374,0.3626,0.5294,0.4706,0.5797,0.4203,28.957,2.593,1.773,7.102,0.931,15.777,11.825,2.559,2.53,2.497,36,4,14,54,2,1,0,8,2,14,13,34,38,1,2,28,27,6,6,32,4,4,1.002,0.506,1.086,1,0,1,53.016,40,39.382,6,0.366,0.33,0.33,2.628,2.549,2.517,20.66,1.475,1.319,4.697,0.621,11.965,8.923,1.458,1.523,1.505,22,7,19,48,3,0,0,4,1,13,8,19,26,2,4,26,41,2,9,25,4,0,0.958,0.517,0.0,3,0,0,48.758,29,29.082,9,0.274,0.0,0.0,1.749,1.804,1.784
2022-11-22MTLBUF,MTL,BUF,2022,2022-11-23CBJMTL,2,7,0,0,0,0.40816,0.41322,0.23364,2022-11-22,5on5,1,19:00:00,2531,0.6694,0.3306,0.622,0.378,0.5965,0.4035,26.288,2.865,1.851,6.201,0.806,12.46,9.816,2.634,3.227,2.97,29,5,17,51,5,5,1,1,0,12,11,24,29,8,19,18,10,7,9,23,7,4,0.709,0.957,1.199,2,2,1,59.43,34,38.944,9,0.386,1.179,1.179,2.073,2.348,2.308,16.811,1.415,1.243,3.972,0.526,9.444,6.4,1.389,1.27,1.246,20,3,8,31,2,1,1,2,0,6,12,18,21,7,17,20,20,5,13,16,5,2,0.39,0.508,0.517,1,0,1,26.886,23,20.298,12,0.252,0.303,0.303,1.364,1.222,1.218
2022-11-22MTLBUF,BUF,MTL,2022,2022-11-23BUFSTL,7,2,1,1,0,0.41322,0.40816,0.23364,2022-11-22,5on5,0,19:00:00,2531,0.3306,0.6694,0.378,0.622,0.4035,0.5965,16.811,1.415,1.243,3.972,0.526,9.444,6.4,1.389,1.27,1.246,20,3,8,31,2,1,1,2,0,6,12,18,21,7,17,20,20,5,13,16,5,2,0.39,0.508,0.517,1,0,1,26.886,23,20.298,12,0.252,0.303,0.303,1.364,1.222,1.218,26.288,2.865,1.851,6.201,0.806,12.46,9.816,2.634,3.227,2.97,29,5,17,51,5,5,1,1,0,12,11,24,29,8,19,18,10,7,9,23,7,4,0.709,0.957,1.199,2,2,1,59.43,34,38.944,9,0.386,1.179,1.179,2.073,2.348,2.308
2022-11-23ANANYR,ANA,NYR,2022,2022-11-25ANAOTT,3,2,1,1,0,0.32468,0.5102,0.23041,2022-11-23,5on5,1,22:00:00,2706,0.5617,0.4383,0.63,0.37,0.6154,0.3846,35.06,3.218,2.477,7.828,1.14,18.795,14.543,3.092,3.266,3.139,36,12,15,63,2,4,0,6,0,18,18,34,46,2,4,17,18,8,7,34,10,4,0.964,1.262,0.992,1,1,0,62.381,48,47.432,3,0.51,0.846,0.846,2.882,2.935,2.893,22.533,2.511,1.693,5.346,0.749,11.458,8.243,2.373,2.451,2.317,20,10,7,37,3,4,1,2,0,11,10,17,27,4,8,19,16,4,5,17,10,3,0.488,1.378,0.644,2,1,0,37.587,30,30.343,2,0.359,0.664,0.664,2.206,2.153,2.103
2022-11-23ANANYR,NYR,ANA,2022,2022-11-26NYREDM,2,3,0,0,0,0.5102,0.32468,0.23041,2022-11-23,5on5,0,22:00:00,2706,0.4383,0.5617,0.37,0.63,0.3846,0.6154,22.533,2.511,1.693,5.346,0.749,11.458,8.243,2.373,2.451,2.317,20,10,7,37,3,4,1,2,0,11,10,17,27,4,8,19,16,4,5,17,10,3,0.488,1.378,0.644,2,1,0,37.587,30,30.343,2,0.359,0.664,0.664,2.206,2.153,2.103,35.06,3.218,2.477,7.828,1.14,18.795,14.543,3.092,3.266,3.139,36,12,15,63,2,4,0,6,0,18,18,34,46,2,4,17,18,8,7,34,10,4,0.964,1.262,0.992,1,1,0,62.381,48,47.432,3,0.51,0.846,0.846,2.882,2.935,2.893
2022-11-23BUFSTL,BUF,STL,2022,2022-11-25BUFNJD,6,2,1,1,0,0.34483,0.48077,0.23041,2022-11-23,5on5,1,19:00:00,3039,0.5352,0.4648,0.5464,0.4536,0.5584,0.4416,30.727,2.887,2.252,7.433,1.088,17.079,12.261,2.81,2.848,2.771,32,11,10,53,1,5,0,11,2,8,16,31,42,4,8,21,26,4,4,30,11,2,1.038,1.394,0.454,0,1,0,49.907,43,41.404,1,0.467,0.757,0.757,2.596,2.553,2.53,23.965,2.507,1.742,5.168,0.867,13.358,10.358,2.33,2.546,2.368,24,10,10,44,4,2,0,1,1,12,14,20,30,3,6,21,14,5,0,22,11,1,0.824,1.295,0.388,2,2,0,47.61,34,35.521,0,0.363,0.529,0.529,2.341,2.386,2.319
2022-11-23BUFSTL,STL,BUF,2022,2022-11-25TBLSTL,2,6,0,0,0,0.48077,0.34483,0.23041,2022-11-23,5on5,0,19:00:00,3039,0.4648,0.5352,0.4536,0.5464,0.4416,0.5584,23.965,2.507,1.742,5.168,0.867,13.358,10.358,2.33,2.546,2.368,24,10,10,44,4,2,0,1,1,12,14,20,30,3,6,21,14,5,0,22,11,1,0.824,1.295,0.388,2,2,0,47.61,34,35.521,0,0.363,0.529,0.529,2.341,2.386,2.319,30.727,2.887,2.252,7.433,1.088,17.079,12.261,2.81,2.848,2.771,32,11,10,53,1,5,0,11,2,8,16,31,42,4,8,21,26,4,4,30,11,2,1.038,1.394,0.454,0,1,0,49.907,43,41.404,1,0.467,0.757,0.757,2.596,2.553,2.53
2022-11-23CARARI,ARI,CAR,2022,2022-11-25DETARI,4,0,1,1,0,0.17986,0.68027,0.19802,2022-11-23,5on5,0,19:00:00,2655,0.566,0.434,0.6437,0.3563,0.6,0.4,22.022,2.139,1.529,5.81,0.85,13.02,9.651,2.083,1.94,1.888,24,9,23,56,0,3,0,10,2,12,6,24,33,4,11,21,17,3,13,25,4,4,0.709,0.404,1.026,0,0,0,50.663,33,29.854,7,0.317,0.824,0.824,1.632,1.485,1.465,16.795,1.64,1.165,4.089,0.499,8.25,6.357,1.579,1.817,1.748,17,5,9,31,3,0,0,2,2,7,8,14,19,4,11,22,26,5,4,13,9,0,0.365,1.276,0.0,1,2,0,34.943,22,24.618,3,0.243,0.0,0.0,1.884,2.086,2.008
2022-11-23CARARI,CAR,ARI,2022,2022-11-25BOSCAR,0,4,0,0,0,0.68027,0.17986,0.19802,2022-11-23,5on5,1,19:00:00,2655,0.434,0.566,0.3563,0.6437,0.4,0.6,16.795,1.64,1.165,4.089,0.499,8.25,6.357,1.579,1.817,1.748,17,5,9,31,3,0,0,2,2,7,8,14,19,4,11,22,26,5,4,13,9,0,0.365,1.276,0.0,1,2,0,34.943,22,24.618,3,0.243,0.0,0.0,1.884,2.086,2.008,22.022,2.139,1.529,5.81,0.85,13.02,9.651,2.083,1.94,1.888,24,9,23,56,0,3,0,10,2,12,6,24,33,4,11,21,17,3,13,25,4,4,0.709,0.404,1.026,0,0,0,50.663,33,29.854,7,0.317,0.824,0.824,1.632,1.485,1.465
2022-11-23CBJMTL,MTL,CBJ,2022,2022-11-25CHIMTL,3,1,1,1,0,0.38911,0.4386,0.22831,2022-11-23,5on5,0,19:00:00,2963,0.6163,0.3837,0.5333,0.4667,0.5246,0.4754,23.103,2.319,1.74,5.976,0.858,12.63,8.477,2.187,2.201,2.075,23,9,16,48,1,4,0,8,1,6,12,22,31,3,9,30,14,5,5,22,8,2,0.682,1.149,0.488,1,0,0,45.793,32,30.665,1,0.363,0.506,0.506,2.176,2.062,2.037,21.365,1.444,1.168,5.621,0.673,11.023,9.07,1.394,1.548,1.495,25,4,13,42,2,2,0,12,1,5,7,23,27,4,11,26,13,3,3,25,2,2,0.64,0.25,0.554,1,0,1,44.267,29,30.584,1,0.236,0.376,0.376,1.304,1.406,1.396
2022-11-23CBJMTL,CBJ,MTL,2022,2022-11-25CBJNYI,1,3,0,0,0,0.4386,0.38911,0.22831,2022-11-23,5on5,1,19:00:00,2963,0.3837,0.6163,0.4667,0.5333,0.4754,0.5246,21.365,1.444,1.168,5.621,0.673,11.023,9.07,1.394,1.548,1.495,25,4,13,42,2,2,0,12,1,5,7,23,27,4,11,26,13,3,3,25,2,2,0.64,0.25,0.554,1,0,1,44.267,29,30.584,1,0.236,0.376,0.376,1.304,1.406,1.396,23.103,2.319,1.74,5.976,0.858,12.63,8.477,2.187,2.201,2.075,23,9,16,48,1,4,0,8,1,6,12,22,31,3,9,30,14,5,5,22,8,2,0.682,1.149,0.488,1,0,0,45.793,32,30.665,1,0.363,0.506,0.506,2.176,2.062,2.037
2022-11-23COLVAN,VAN,COL,2022,2022-11-26VGKVAN,4,3,1,1,0,0.28653,0.55249,0.21786,2022-11-23,5on5,0,22:00:00,2505,0.5036,0.4964,0.6119,0.3881,0.5745,0.4255,17.988,1.204,1.09,4.27,0.619,11.668,8.15,1.2,1.137,1.133,19,8,14,41,1,0,0,5,1,7,13,18,26,4,8,21,12,4,6,23,4,0,0.731,0.472,0.0,0,1,0,39.56,27,25.931,3,0.223,0.0,0.0,1.427,1.348,1.343,13.768,1.187,0.966,3.041,0.486,8.22,6.1,1.182,1.247,1.241,17,3,6,26,3,0,0,3,1,3,10,14,17,4,10,23,11,5,3,12,8,0,0.333,0.853,0.0,0,3,0,26.645,20,20.5,2,0.201,0.0,0.0,1.388,1.458,1.451
2022-11-23COLVAN,COL,VAN,2022,2022-11-26COLDAL,3,4,0,0,0,0.55249,0.28653,0.21786,2022-11-23,5on5,1,22:00:00,2505,0.4964,0.5036,0.3881,0.6119,0.4255,0.5745,13.768,1.187,0.966,3.041,0.486,8.22,6.1,1.182,1.247,1.241,17,3,6,26,3,0,0,3,1,3,10,14,17,4,10,23,11,5,3,12,8,0,0.333,0.853,0.0,0,3,0,26.645,20,20.5,2,0.201,0.0,0.0,1.388,1.458,1.451,17.988,1.204,1.09,4.27,0.619,11.668,8.15,1.2,1.137,1.133,19,8,14,41,1,0,0,5,1,7,13,18,26,4,8,21,12,4,6,23,4,0,0.731,0.472,0.0,0,1,0,39.56,27,25.931,3,0.223,0.0,0.0,1.427,1.348,1.343
2022-11-23DALCHI,CHI,DAL,2022,2022-11-25CHIMTL,4,6,0,0,0,0.2004,0.65359,0.20661,2022-11-23,5on5,0,20:30:00,3160,0.5162,0.4838,0.6379,0.3621,0.5732,0.4268,32.538,2.821,2.258,8.007,1.191,19.14,13.583,2.592,2.649,2.43,36,11,27,74,4,3,2,4,1,17,18,32,43,3,9,29,22,9,9,33,12,2,1.065,1.329,0.427,3,0,1,69.513,47,44.115,5,0.472,0.575,0.585,2.708,2.533,2.426,25.117,2.644,1.704,5.911,0.904,13.666,10.17,2.475,2.896,2.708,26,9,7,42,4,5,3,10,0,3,13,22,31,2,7,26,13,6,7,23,8,4,0.623,0.942,1.079,1,1,2,45.52,35,37.709,3,0.356,1.079,1.079,1.921,2.079,2.002
2022-11-23DALCHI,DAL,CHI,2022,2022-11-25DALWPG,6,4,1,1,0,0.65359,0.2004,0.20661,2022-11-23,5on5,1,20:30:00,3160,0.4838,0.5162,0.3621,0.6379,0.4268,0.5732,25.117,2.644,1.704,5.911,0.904,13.666,10.17,2.475,2.896,2.708,26,9,7,42,4,5,3,10,0,3,13,22,31,2,7,26,13,6,7,23,8,4,0.623,0.942,1.079,1,1,2,45.52,35,37.709,3,0.356,1.079,1.079,1.921,2.079,2.002,32.538,2.821,2.258,8.007,1.191,19.14,13.583,2.592,2.649,2.43,36,11,27,74,4,3,2,4,1,17,18,32,43,3,9,29,22,9,9,33,12,2,1.065,1.329,0.427,3,0,1,69.513,47,44.115,5,0.472,0.575,0.585,2.708,2.533,2.426
2022-11-23DETNSH,NSH,DET,2022,2022-11-29NSHANA,0,3,0,0,0,0.39062,0.4386,0.2331,2022-11-23,5on5,0,19:00:00,3042,0.4316,0.5684,0.3908,0.6092,0.4576,0.5424,20.549,1.734,1.246,4.957,0.637,10.526,7.899,1.707,1.731,1.704,20,7,7,34,1,2,0,2,0,6,16,19,26,2,4,21,26,7,14,21,4,2,0.623,0.54,0.571,1,0,0,35.068,27,27.555,9,0.258,0.571,0.571,1.421,1.409,1.4,23.635,2.284,1.77,5.545,0.724,12.667,9.01,2.233,2.308,2.255,21,11,21,53,0,0,0,5,0,13,14,21,32,2,4,14,17,3,7,22,9,1,0.7,1.338,0.246,0,0,0,52.359,32,31.664,3,0.376,0.0,0.0,2.66,2.689,2.627
2022-11-23DETNSH,DET,NSH,2022,2022-11-25DETARI,3,0,1,1,0,0.4386,0.39062,0.2331,2022-11-23,5on5,1,19:00:00,3042,0.5684,0.4316,0.6092,0.3908,0.5424,0.4576,23.635,2.284,1.77,5.545,0.724,12.667,9.01,2.233,2.308,2.255,21,11,21,53,0,0,0,5,0,13,14,21,32,2,4,14,17,3,7,22,9,1,0.7,1.338,0.246,0,0,0,52.359,32,31.664,3,0.376,0.0,0.0,2.66,2.689,2.627,20.549,1.734,1.246,4.957,0.637,10.526,7.899,1.707,1.731,1.704,20,7,7,34,1,2,0,2,0,6,16,19,26,2,4,21,26,7,14,21,4,2,0.623,0.54,0.571,1,0,0,35.068,27,27.555,9,0.258,0.571,0.571,1.421,1.409,1.4
2022-11-23FLABOS,BOS,FLA,2022,2022-11-25BOSCAR,2,5,0,0,0,0.40486,0.41494,0.23256,2022-11-23,5on5,0,19:00:00,2517,0.4128,0.5872,0.4235,0.5765,0.4328,0.5672,20.278,1.97,1.32,5.476,0.813,11.353,8.067,1.945,1.966,1.941,20,9,7,36,1,2,0,3,0,9,14,19,28,2,4,17,23,9,7,22,6,1,0.709,0.746,0.515,0,1,0,37.49,29,29.997,2,0.275,0.583,0.583,1.662,1.659,1.642,28.346,2.802,1.969,6.499,0.868,15.047,10.815,2.647,2.799,2.646,32,6,11,49,0,3,0,7,3,13,12,32,38,5,10,23,20,1,4,26,8,4,0.67,1.049,1.083,0,0,0,46.968,38,36.768,1,0.412,0.862,0.862,2.353,2.357,2.336
2022-11-23FLABOS,FLA,BOS,2022,2022-11-26FLASTL,5,2,1,1,0,0.41494,0.40486,0.23256,2022-11-23,5on5,1,19:00:00,2517,0.5872,0.4128,0.5765,0.4235,0.5672,0.4328,28.346,2.802,1.969,6.499,0.868,15.047,10.815,2.647,2.799,2.646,32,6,11,49,0,3,0,7,3,13,12,32,38,5,10,23,20,1,4,26,8,4,0.67,1.049,1.083,0,0,0,46.968,38,36.768,1,0.412,0.862,0.862,2.353,2.357,2.336,20.278,1.97,1.32,5.476,0.813,11.353,8.067,1.945,1.966,1.941,20,9,7,36,1,2,0,3,0,9,14,19,28,2,4,17,23,9,7,22,6,1,0.709,0.746,0.515,0,1,0,37.49,29,29.997,2,0.275,0.583,0.583,1.662,1.659,1.642
2022-11-23MINWPG,WPG,MIN,2022,2022-11-25DALWPG,1,6,0,0,0,0.33003,0.49261,0.23641,2022-11-23,5on5,0,19:00:00,2711,0.4233,0.5767,0.4494,0.5506,0.4848,0.5152,22.664,1.494,1.513,5.596,0.696,13.497,9.203,1.481,1.508,1.494,28,4,8,40,4,1,1,6,2,9,10,24,28,5,13,24,22,7,2,26,4,2,0.56,0.452,0.483,2,0,2,42.316,32,33.029,0,0.306,0.274,0.274,1.526,1.531,1.521,23.321,2.035,1.406,5.229,0.814,13.77,10.746,1.955,1.987,1.908,25,9,15,49,1,3,0,8,0,9,13,24,33,6,15,16,12,1,5,27,5,2,0.917,0.499,0.619,1,0,0,45.09,34,32.715,3,0.288,0.742,0.742,1.581,1.551,1.5
2022-11-23MINWPG,MIN,WPG,2022,2022-11-25MINTOR,6,1,1,1,0,0.49261,0.33003,0.23641,2022-11-23,5on5,1,19:00:00,2711,0.5767,0.4233,0.5506,0.4494,0.5152,0.4848,23.321,2.035,1.406,5.229,0.814,13.77,10.746,1.955,1.987,1.908,25,9,15,49,1,3,0,8,0,9,13,24,33,6,15,16,12,1,5,27,5,2,0.917,0.499,0.619,1,0,0,45.09,34,32.715,3,0.288,0.742,0.742,1.581,1.551,1.5,22.664,1.494,1.513,5.596,0.696,13.497,9.203,1.481,1.508,1.494,28,4,8,40,4,1,1,6,2,9,10,24,28,5,13,24,22,7,2,26,4,2,0.56,0.452,0.483,2,0,2,42.316,32,33.029,0,0.306,0.274,0.274,1.526,1.531,1.521
2022-11-23NJDTOR,TOR,NJD,2022,2022-11-25MINTOR,2,1,1,1,0,0.35971,0.46512,0.23041,2022-11-23,5on5,0,19:00:00,2626,0.6057,0.3943,0.6154,0.3846,0.6,0.4,23.565,1.969,1.447,5.518,0.775,13.596,9.694,1.809,1.806,1.659,21,12,15,48,1,1,0,4,1,13,13,20,32,3,6,23,15,2,2,25,7,1,0.687,0.987,0.295,0,1,0,43.425,33,29.955,1,0.303,0.198,0.198,2.075,1.902,1.74,15.926,1.282,0.984,3.799,0.516,8.741,6.677,1.275,1.405,1.398,14,8,8,30,2,0,0,3,0,7,10,12,20,3,6,16,8,4,3,17,4,1,0.542,0.502,0.238,0,1,1,33.369,22,24.311,2,0.202,0.0,0.0,1.484,1.627,1.618
2022-11-23NJDTOR,NJD,TOR,2022,2022-11-25BUFNJD,1,2,0,0,0,0.46512,0.35971,0.23041,2022-11-23,5on5,1,19:00:00,2626,0.3943,0.6057,0.3846,0.6154,0.4,0.6,15.926,1.282,0.984,3.799,0.516,8.741,6.677,1.275,1.405,1.398,14,8,8,30,2,0,0,3,0,7,10,12,20,3,6,16,8,4,3,17,4,1,0.542,0.502,0.238,0,1,1,33.369,22,24.311,2,0.202,0.0,0.0,1.484,1.627,1.618,23.565,1.969,1.447,5.518,0.775,13.596,9.694,1.809,1.806,1.659,21,12,15,48,1,1,0,4,1,13,13,20,32,3,6,23,15,2,2,25,7,1,0.687,0.987,0.295,0,1,0,43.425,33,29.955,1,0.303,0.198,0.198,2.075,1.902,1.74
2022-11-23NYIEDM,EDM,NYI,2022,2022-11-26NYREDM,0,3,0,0,0,0.37736,0.44248,0.23641,2022-11-23,5on5,0,19:30:00,2844,0.3469,0.6531,0.4318,0.5682,0.4143,0.5857,21.57,1.422,1.362,5.124,0.676,11.527,8.888,1.419,1.411,1.408,24,5,9,38,1,1,0,9,1,6,11,23,28,5,10,29,20,4,16,24,3,2,0.553,0.354,0.515,0,1,0,39.486,29,29.43,9,0.279,0.056,0.056,1.645,1.634,1.631,30.193,2.677,2.095,7.469,0.987,15.755,12.018,2.534,2.682,2.54,34,7,9,50,0,5,0,8,4,10,14,34,41,1,2,26,16,3,13,32,5,4,0.954,0.772,0.951,0,0,0,47.845,41,40.117,7,0.436,0.99,0.574,2.539,2.555,2.463
2022-11-23NYIEDM,NYI,EDM,2022,2022-11-25CBJNYI,3,0,1,1,0,0.44248,0.37736,0.23641,2022-11-23,5on5,1,19:30:00,2844,0.6531,0.3469,0.5682,0.4318,0.5857,0.4143,30.193,2.677,2.095,7.469,0.987,15.755,12.018,2.534,2.682,2.54,34,7,9,50,0,5,0,8,4,10,14,34,41,1,2,26,16,3,13,32,5,4,0.954,0.772,0.951,0,0,0,47.845,41,40.117,7,0.436,0.99,0.574,2.539,2.555,2.463,21.57,1.422,1.362,5.124,0.676,11.527,8.888,1.419,1.411,1.408,24,5,9,38,1,1,0,9,1,6,11,23,28,5,10,29,20,4,16,24,3,2,0.553,0.354,0.515,0,1,0,39.486,29,29.43,9,0.279,0.056,0.056,1.645,1.634,1.631
2022-11-23PITCGY,PIT,CGY,2022,2022-11-25PHIPIT,2,1,1,0,1,0.45455,0.37313,0.22883,2022-11-23,5on5,1,19:00:00,3242,0.4478,0.5522,0.4757,0.5243,0.4935,0.5065,26.89,2.14,1.738,6.944,0.965,15.058,11.156,2.073,2.177,2.11,29,9,11,49,1,3,0,7,0,12,15,28,37,1,2,22,41,8,4,30,5,3,0.824,0.463,0.853,0,1,0,49.143,38,37.835,3,0.355,0.684,0.684,1.81,1.855,1.837,28.742,2.639,2.101,6.948,0.867,15.613,10.832,2.516,2.56,2.44,32,7,15,54,1,2,0,9,4,12,11,31,38,3,6,24,32,10,4,28,7,4,0.87,0.797,0.973,1,0,0,53.5,39,38.752,3,0.443,0.444,0.444,2.638,2.556,2.495
2022-11-23PITCGY,CGY,PIT,2022,2022-11-25WSHCGY,1,2,0,0,1,0.37313,0.45455,0.22883,2022-11-23,5on5,0,19:00:00,3242,0.5522,0.4478,0.5243,0.4757,0.5065,0.4935,28.742,2.639,2.101,6.948,0.867,15.613,10.832,2.516,2.56,2.44,32,7,15,54,1,2,0,9,4,12,11,31,38,3,6,24,32,10,4,28,7,4,0.87,0.797,0.973,1,0,0,53.5,39,38.752,3,0.443,0.444,0.444,2.638,2.556,2.495,26.89,2.14,1.738,6.944,0.965,15.058,11.156,2.073,2.177,2.11,29,9,11,49,1,3,0,7,0,12,15,28,37,1,2,22,41,8,4,30,5,3,0.824,0.463,0.853,0,1,0,49.143,38,37.835,3,0.355,0.684,0.684,1.81,1.855,1.837
2022-11-23SEASJS,SEA,SJS,2022,2022-11-25VGKSEA,8,5,1,1,0,0.52356,0.30211,0.2331,2022-11-23,5on5,1,22:00:00,2877,0.4756,0.5244,0.5238,0.4762,0.5263,0.4737,21.006,1.777,1.348,5.023,0.676,12.08,9.096,1.718,1.819,1.759,20,10,14,44,4,0,0,5,0,9,12,16,26,2,4,25,17,1,3,21,7,2,0.573,0.779,0.424,1,2,1,43.6,30,29.621,2,0.276,0.0,0.0,2.053,2.1,2.033,19.813,1.959,1.329,4.325,0.638,10.95,7.8,1.947,1.918,1.907,22,5,13,40,5,1,0,4,1,9,7,17,22,1,2,20,17,6,5,20,4,3,0.64,0.482,0.836,2,3,0,39.491,27,26.816,3,0.273,0.314,0.314,1.917,1.871,1.868
