game_id,team,opp_team,season,next_game_id,score,opp_score,win,reg_win,overtime,odds,opp_odds,ot_odds,game_date,situation,is_home,game_time,iceTime,opp_xGoalsPercentage,xGoalsPercentage,opp_corsiPercentage,corsiPercentage,opp_fenwickPercentage,fenwickPercentage,opp_xOnGoal,opp_xGoals,opp_xRebounds,opp_xFreeze,opp_xPlayStopped,opp_xPlayContinuedInZone,opp_xPlayContinuedOutsideZone,opp_flurryAdjustedxGoals,opp_scoreVenueAdjustedxGoals,opp_flurryScoreVenueAdjustedxGoals,opp_shotsOnGoal,opp_missedShots,opp_blockedShotAttempts,opp_shotAttempts,opp_goals,opp_rebounds,opp_reboundGoals,opp_freeze,opp_playStopped,opp_playContinuedInZone,opp_playContinuedOutsideZone,opp_savedShotsOnGoal,opp_savedUnblockedShotAttempts,opp_penalties,opp_penalityMinutes,opp_faceOffsWon,opp_hits,opp_takeaways,opp_giveaways,opp_lowDangerShots,opp_mediumDangerShots,opp_highDangerShots,opp_lowDangerxGoals,opp_mediumDangerxGoals,opp_highDangerxGoals,opp_lowDangerGoals,opp_mediumDangerGoals,opp_highDangerGoals,opp_scoreAdjustedShotsAttempts,opp_unblockedShotAttempts,opp_scoreAdjustedUnblockedShotAttempts,opp_dZoneGiveaways,opp_xGoalsFromxReboundsOfShots,opp_xGoalsFromActualReboundsOfShots,opp_reboundxGoals,opp_totalShotCredit,opp_scoreAdjustedTotalShotCredit,opp_scoreFlurryAdjustedTotalShotCredit,xOnGoal,xGoals,xRebounds,xFreeze,xPlayStopped,xPlayContinuedInZone,xPlayContinuedOutsideZone,flurryAdjustedxGoals,scoreVenueAdjustedxGoals,flurryScoreVenueAdjustedxGoals,shotsOnGoal,missedShots,blockedShotAttempts,shotAttempts,goals,rebounds,reboundGoals,freeze,playStopped,playContinuedInZone,playContinuedOutsideZone,savedShotsOnGoal,savedUnblockedShotAttempts,penalties,penalityMinutes,faceOffsWon,hits,takeaways,giveaways,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,scoreAdjustedShotsAttempts,unblockedShotAttempts,scoreAdjustedUnblockedShotAttempts,dZoneGiveaways,xGoalsFromxReboundsOfShots,xGoalsFromActualReboundsOfShots,reboundxGoals,totalShotCredit,scoreAdjustedTotalShotCredit,scoreFlurryAdjustedTotalShotCredit
2021-04-21ARIMIN,MIN,ARI,2020,2021-04-23LAKMIN,4,1,1,1,0,0.50505,0.31546,0.24155,2021-04-21,5on5,0,21:00:00,3265,0.6598,0.3402,0.6522,0.3478,0.6111,0.3889,31.76,1.998,2.155,7.142,1.001,18.227,13.477,1.934,1.913,1.851,31,13,16,60,0,3,0,12,0,14,15,31,44,1,2,27,32,6,5,39,4,1,1.071,0.595,0.332,0,0,0,58.046,44,42.601,3,0.441,0.658,0.658,1.782,1.697,1.66,20.22,1.03,1.263,4.628,0.616,11.457,9.006,1.027,1.095,1.093,21,7,4,32,3,0,0,6,0,5,14,18,25,2,4,27,29,0,7,25,3,0,0.732,0.297,0.0,2,1,0,33.146,28,28.891,3,0.257,0.0,0.0,1.286,1.366,1.363
2021-04-21ARIMIN,ARI,MIN,2020,2021-04-24LAKARI,1,4,0,0,0,0.31546,0.50505,0.24155,2021-04-21,5on5,1,21:00:00,3265,0.3402,0.6598,0.3478,0.6522,0.3889,0.6111,20.22,1.03,1.263,4.628,0.616,11.457,9.006,1.027,1.095,1.093,21,7,4,32,3,0,0,6,0,5,14,18,25,2,4,27,29,0,7,25,3,0,0.732,0.297,0.0,2,1,0,33.146,28,28.891,3,0.257,0.0,0.0,1.286,1.366,1.363,31.76,1.998,2.155,7.142,1.001,18.227,13.477,1.934,1.913,1.851,31,13,16,60,0,3,0,12,0,14,15,31,44,1,2,27,32,6,5,39,4,1,1.071,0.595,0.332,0,0,0,58.046,44,42.601,3,0.441,0.658,0.658,1.782,1.697,1.66
2021-04-21CHINSH,NSH,CHI,2020,2021-04-23CHINSH,4,5,0,0,1,0.46083,0.36232,0.23641,2021-04-21,5on5,0,19:00:00,3057,0.3491,0.6509,0.4953,0.5047,0.4156,0.5844,22.533,1.412,1.344,5.393,0.701,13.575,9.575,1.396,1.347,1.331,25,7,21,53,4,0,0,6,1,12,9,21,28,2,4,18,26,7,10,27,5,0,0.768,0.644,0.0,1,3,0,50.715,32,30.908,10,0.27,0.0,0.0,1.683,1.603,1.584,32.4,2.633,2.365,7.886,1.096,17.897,13.124,2.572,2.826,2.762,38,7,9,54,4,1,0,6,0,19,15,34,41,3,8,23,32,8,11,31,13,1,0.926,1.476,0.231,1,2,1,57.088,45,47.196,11,0.488,0.025,0.025,3.095,3.318,3.239
2021-04-21CHINSH,CHI,NSH,2020,2021-04-23CHINSH,5,4,1,0,1,0.36232,0.46083,0.23641,2021-04-21,5on5,1,19:00:00,3057,0.6509,0.3491,0.5047,0.4953,0.5844,0.4156,32.4,2.633,2.365,7.886,1.096,17.897,13.124,2.572,2.826,2.762,38,7,9,54,4,1,0,6,0,19,15,34,41,3,8,23,32,8,11,31,13,1,0.926,1.476,0.231,1,2,1,57.088,45,47.196,11,0.488,0.025,0.025,3.095,3.318,3.239,22.533,1.412,1.344,5.393,0.701,13.575,9.575,1.396,1.347,1.331,25,7,21,53,4,0,0,6,1,12,9,21,28,2,4,18,26,7,10,27,5,0,0.768,0.644,0.0,1,3,0,50.715,32,30.908,10,0.27,0.0,0.0,1.683,1.603,1.584
2021-04-21EDMMTL,MTL,EDM,2020,2021-04-23CGYMTL,4,3,1,1,0,0.34247,0.4902,0.23148,2021-04-21,5on5,0,22:00:00,2861,0.3452,0.6548,0.4474,0.5526,0.3636,0.6364,14.849,1.458,1.012,3.451,0.429,7.659,5.991,1.451,1.367,1.361,12,8,14,34,1,1,0,4,1,9,4,11,19,2,7,21,38,8,8,14,4,2,0.45,0.537,0.471,0,1,0,31.836,20,18.931,6,0.212,0.226,0.226,1.444,1.35,1.348,25.761,2.766,1.67,5.789,0.91,13.41,10.455,2.688,3.014,2.929,26,9,7,42,3,2,1,6,1,6,17,23,32,3,9,17,43,14,8,20,13,2,0.652,1.608,0.507,0,2,1,45.445,35,37.775,5,0.351,0.362,0.362,2.755,2.981,2.938
2021-04-21EDMMTL,EDM,MTL,2020,2021-04-26WPGEDM,3,4,0,0,0,0.4902,0.34247,0.23148,2021-04-21,5on5,1,22:00:00,2861,0.6548,0.3452,0.5526,0.4474,0.6364,0.3636,25.761,2.766,1.67,5.789,0.91,13.41,10.455,2.688,3.014,2.929,26,9,7,42,3,2,1,6,1,6,17,23,32,3,9,17,43,14,8,20,13,2,0.652,1.608,0.507,0,2,1,45.445,35,37.775,5,0.351,0.362,0.362,2.755,2.981,2.938,14.849,1.458,1.012,3.451,0.429,7.659,5.991,1.451,1.367,1.361,12,8,14,34,1,1,0,4,1,9,4,11,19,2,7,21,38,8,8,14,4,2,0.45,0.537,0.471,0,1,0,31.836,20,18.931,6,0.212,0.226,0.226,1.444,1.35,1.348
2021-04-21VGKSJS,VGK,SJS,2020,2021-04-24ANAVGK,5,2,1,1,0,0.63291,0.22272,0.20704,2021-04-21,5on5,1,21:30:00,2834,0.3937,0.6063,0.4404,0.5596,0.4177,0.5823,23.598,1.835,1.726,5.409,0.759,13.357,9.914,1.794,1.895,1.853,26,7,15,48,2,1,1,5,0,11,14,24,31,4,8,29,38,6,2,24,8,1,0.682,0.928,0.225,1,1,0,48.791,33,33.326,0,0.353,0.08,0.08,2.108,2.171,2.128,33.331,2.826,2.315,7.899,1.027,18.753,13.181,2.646,2.735,2.56,34,12,15,61,3,3,0,12,0,16,12,31,43,2,4,19,26,6,8,39,4,3,1.263,0.626,0.937,2,1,0,60.28,46,45.624,4,0.479,0.912,0.912,2.392,2.314,2.269
2021-04-21VGKSJS,SJS,VGK,2020,2021-04-24SJSMIN,2,5,0,0,0,0.22272,0.63291,0.20704,2021-04-21,5on5,0,21:30:00,2834,0.6063,0.3937,0.5596,0.4404,0.5823,0.4177,33.331,2.826,2.315,7.899,1.027,18.753,13.181,2.646,2.735,2.56,34,12,15,61,3,3,0,12,0,16,12,31,43,2,4,19,26,6,8,39,4,3,1.263,0.626,0.937,2,1,0,60.28,46,45.624,4,0.479,0.912,0.912,2.392,2.314,2.269,23.598,1.835,1.726,5.409,0.759,13.357,9.914,1.794,1.895,1.853,26,7,15,48,2,1,1,5,0,11,14,24,31,4,8,29,38,6,2,24,8,1,0.682,0.928,0.225,1,1,0,48.791,33,33.326,0,0.353,0.08,0.08,2.108,2.171,2.128
2021-04-22BUFBOS,BUF,BOS,2020,2021-04-23BUFBOS,1,5,0,0,0,0.20492,0.64516,0.20661,2021-04-22,5on5,1,19:00:00,2639,0.4196,0.5804,0.5455,0.4545,0.5493,0.4507,26.433,1.48,1.558,6.524,0.954,16.008,12.476,1.452,1.645,1.614,31,8,9,48,5,3,2,6,0,12,13,26,34,6,12,19,14,3,5,36,2,1,0.948,0.235,0.296,3,1,1,53.009,39,42.423,3,0.316,0.457,0.457,1.338,1.473,1.455,23.323,2.047,1.552,5.65,0.767,12.371,9.614,1.892,1.868,1.73,24,8,8,40,1,4,0,2,2,9,14,23,31,3,6,20,17,5,6,24,6,2,0.676,0.696,0.674,0,1,0,36.459,32,29.488,2,0.321,0.597,0.597,1.77,1.626,1.59
2021-04-22BUFBOS,BOS,BUF,2020,2021-04-23BUFBOS,5,1,1,1,0,0.64516,0.20492,0.20661,2021-04-22,5on5,0,19:00:00,2639,0.5804,0.4196,0.4545,0.5455,0.4507,0.5493,23.323,2.047,1.552,5.65,0.767,12.371,9.614,1.892,1.868,1.73,24,8,8,40,1,4,0,2,2,9,14,23,31,3,6,20,17,5,6,24,6,2,0.676,0.696,0.674,0,1,0,36.459,32,29.488,2,0.321,0.597,0.597,1.77,1.626,1.59,26.433,1.48,1.558,6.524,0.954,16.008,12.476,1.452,1.645,1.614,31,8,9,48,5,3,2,6,0,12,13,26,34,6,12,19,14,3,5,36,2,1,0.948,0.235,0.296,3,1,1,53.009,39,42.423,3,0.316,0.457,0.457,1.338,1.473,1.455
2021-04-22DETDAL,DAL,DET,2020,2021-04-24DETDAL,3,7,0,0,0,0.55866,0.26385,0.23202,2021-04-22,5on5,0,19:30:00,2994,0.5496,0.4504,0.3889,0.6111,0.4179,0.5821,19.761,1.263,1.057,5.015,0.685,10.924,9.056,1.254,1.29,1.281,21,7,7,35,6,1,1,2,0,8,11,15,22,4,8,24,20,3,7,24,3,1,0.607,0.434,0.222,2,3,1,37.296,28,29.045,5,0.217,0.186,0.186,1.294,1.317,1.309,27.325,1.035,1.631,6.823,0.842,16.831,11.838,1.017,1.031,1.014,33,6,16,55,1,0,0,7,2,15,14,32,38,1,2,23,18,1,1,37,2,0,0.826,0.208,0.0,1,0,0,51.905,39,37.553,0,0.327,0.0,0.0,1.361,1.355,1.332
2021-04-22DETDAL,DET,DAL,2020,2021-04-24DETDAL,7,3,1,1,0,0.26385,0.55866,0.23202,2021-04-22,5on5,1,19:30:00,2994,0.4504,0.5496,0.6111,0.3889,0.5821,0.4179,27.325,1.035,1.631,6.823,0.842,16.831,11.838,1.017,1.031,1.014,33,6,16,55,1,0,0,7,2,15,14,32,38,1,2,23,18,1,1,37,2,0,0.826,0.208,0.0,1,0,0,51.905,39,37.553,0,0.327,0.0,0.0,1.361,1.355,1.332,19.761,1.263,1.057,5.015,0.685,10.924,9.056,1.254,1.29,1.281,21,7,7,35,6,1,1,2,0,8,11,15,22,4,8,24,20,3,7,24,3,1,0.607,0.434,0.222,2,3,1,37.296,28,29.045,5,0.217,0.186,0.186,1.294,1.317,1.309
2021-04-22FLACAR,CAR,FLA,2020,2021-04-24FLACAR,4,2,1,1,0,0.43103,0.38168,0.23585,2021-04-22,5on5,0,19:00:00,2323,0.5064,0.4936,0.6076,0.3924,0.5439,0.4561,22.092,2.009,1.44,5.344,0.711,12.352,9.144,1.707,1.899,1.603,21,10,17,48,1,3,1,6,1,12,8,20,30,6,15,20,21,6,12,25,3,3,0.723,0.365,0.92,0,0,1,44.395,31,28.723,6,0.296,0.92,0.92,1.384,1.279,1.262,18.866,1.958,1.464,4.791,0.723,9.657,7.407,1.89,2.06,1.989,23,3,5,31,1,5,0,6,0,4,10,22,25,10,23,23,15,3,5,15,9,2,0.407,1.074,0.477,0,0,1,32.595,26,27.113,3,0.308,0.725,0.725,1.541,1.632,1.602
2021-04-22FLACAR,FLA,CAR,2020,2021-04-24FLACAR,2,4,0,0,0,0.38168,0.43103,0.23585,2021-04-22,5on5,1,19:00:00,2323,0.4936,0.5064,0.3924,0.6076,0.4561,0.5439,18.866,1.958,1.464,4.791,0.723,9.657,7.407,1.89,2.06,1.989,23,3,5,31,1,5,0,6,0,4,10,22,25,10,23,23,15,3,5,15,9,2,0.407,1.074,0.477,0,0,1,32.595,26,27.113,3,0.308,0.725,0.725,1.541,1.632,1.602,22.092,2.009,1.44,5.344,0.711,12.352,9.144,1.707,1.899,1.603,21,10,17,48,1,3,1,6,1,12,8,20,30,6,15,20,21,6,12,25,3,3,0.723,0.365,0.92,0,0,1,44.395,31,28.723,6,0.296,0.92,0.92,1.384,1.279,1.262
2021-04-22NYIWSH,WSH,NYI,2020,2021-04-24NYIWSH,1,0,1,0,1,0.37037,0.4386,0.24038,2021-04-22,5on5,0,19:00:00,3291,0.4584,0.5416,0.4198,0.5802,0.4375,0.5625,18.913,0.877,1.175,4.592,0.589,12.168,8.599,0.871,0.837,0.832,23,5,6,34,0,0,0,4,1,8,15,23,28,3,6,16,20,0,10,28,0,0,0.877,0.0,0.0,0,0,0,32.98,28,27.194,7,0.231,0.0,0.0,1.107,1.058,1.05,23.832,1.036,1.434,6.354,0.803,15.386,10.987,1.021,1.087,1.071,24,12,11,47,0,0,0,3,2,15,16,24,36,2,4,19,24,2,8,33,3,0,0.772,0.264,0.0,0,0,0,48.504,36,37.098,2,0.282,0.0,0.0,1.318,1.383,1.363
2021-04-22NYIWSH,NYI,WSH,2020,2021-04-24NYIWSH,0,1,0,0,1,0.4386,0.37037,0.24038,2021-04-22,5on5,1,19:00:00,3291,0.5416,0.4584,0.5802,0.4198,0.5625,0.4375,23.832,1.036,1.434,6.354,0.803,15.386,10.987,1.021,1.087,1.071,24,12,11,47,0,0,0,3,2,15,16,24,36,2,4,19,24,2,8,33,3,0,0.772,0.264,0.0,0,0,0,48.504,36,37.098,2,0.282,0.0,0.0,1.318,1.383,1.363,18.913,0.877,1.175,4.592,0.589,12.168,8.599,0.871,0.837,0.832,23,5,6,34,0,0,0,4,1,8,15,23,28,3,6,16,20,0,10,28,0,0,0.877,0.0,0.0,0,0,0,32.98,28,27.194,7,0.231,0.0,0.0,1.107,1.058,1.05
2021-04-22NYRPHI,PHI,NYR,2020,2021-04-23NYRPHI,3,2,1,1,0,0.3096,0.51813,0.22676,2021-04-22,5on5,0,19:00:00,2661,0.4842,0.5158,0.5172,0.4828,0.5373,0.4627,25.473,1.717,1.74,6.206,0.812,15.112,10.412,1.637,1.678,1.599,26,10,9,45,1,5,0,10,1,5,14,25,35,6,12,23,11,8,13,28,8,0,0.73,0.987,0.0,1,0,0,44.253,36,35.88,8,0.353,0.532,0.532,1.538,1.496,1.455,21.032,1.829,1.554,5.655,0.933,12.325,8.705,1.751,1.919,1.837,24,7,11,42,1,2,0,5,3,13,7,23,30,1,2,23,18,5,7,24,6,1,0.757,0.791,0.28,1,0,0,42.946,31,31.654,4,0.321,0.366,0.427,1.723,1.806,1.777
2021-04-22NYRPHI,NYR,PHI,2020,2021-04-23NYRPHI,2,3,0,0,0,0.51813,0.3096,0.22676,2021-04-22,5on5,1,19:00:00,2661,0.5158,0.4842,0.4828,0.5172,0.4627,0.5373,21.032,1.829,1.554,5.655,0.933,12.325,8.705,1.751,1.919,1.837,24,7,11,42,1,2,0,5,3,13,7,23,30,1,2,23,18,5,7,24,6,1,0.757,0.791,0.28,1,0,0,42.946,31,31.654,4,0.321,0.366,0.427,1.723,1.806,1.777,25.473,1.717,1.74,6.206,0.812,15.112,10.412,1.637,1.678,1.599,26,10,9,45,1,5,0,10,1,5,14,25,35,6,12,23,11,8,13,28,8,0,0.73,0.987,0.0,1,0,0,44.253,36,35.88,8,0.353,0.532,0.532,1.538,1.496,1.455
2021-04-22PITNJD,PIT,NJD,2020,2021-04-24PITNJD,5,1,1,1,0,0.64516,0.21368,0.2004,2021-04-22,5on5,1,19:00:00,3000,0.662,0.338,0.5172,0.4828,0.5294,0.4706,26.459,2.705,1.838,6.03,0.852,13.881,10.693,2.572,2.679,2.547,25,11,9,45,1,4,0,4,0,9,18,24,35,1,2,14,26,5,3,25,7,4,0.736,0.866,1.103,1,0,0,42.126,36,34.733,2,0.385,1.103,1.103,1.987,1.965,1.951,22.19,1.381,1.496,5.375,0.693,13.433,9.623,1.355,1.384,1.358,20,12,10,42,4,0,0,3,0,11,14,16,28,4,8,18,22,6,5,29,3,0,1.075,0.306,0.0,3,1,0,44.768,32,33.049,2,0.303,0.0,0.0,1.684,1.688,1.654
2021-04-22PITNJD,NJD,PIT,2020,2021-04-24PITNJD,1,5,0,0,0,0.21368,0.64516,0.2004,2021-04-22,5on5,0,19:00:00,3000,0.338,0.662,0.4828,0.5172,0.4706,0.5294,22.19,1.381,1.496,5.375,0.693,13.433,9.623,1.355,1.384,1.358,20,12,10,42,4,0,0,3,0,11,14,16,28,4,8,18,22,6,5,29,3,0,1.075,0.306,0.0,3,1,0,44.768,32,33.049,2,0.303,0.0,0.0,1.684,1.688,1.654,26.459,2.705,1.838,6.03,0.852,13.881,10.693,2.572,2.679,2.547,25,11,9,45,1,4,0,4,0,9,18,24,35,1,2,14,26,5,3,25,7,4,0.736,0.866,1.103,1,0,0,42.126,36,34.733,2,0.385,1.103,1.103,1.987,1.965,1.951
2021-04-22STLCOL,COL,STL,2020,2021-04-24STLCOL,4,2,1,1,0,0.50251,0.32573,0.22779,2021-04-22,5on5,0,20:00:00,2473,0.5156,0.4844,0.6197,0.3803,0.5319,0.4681,17.793,0.925,1.08,4.27,0.55,10.707,7.468,0.924,0.878,0.877,17,8,19,44,1,0,0,2,0,9,13,16,24,4,8,19,14,5,1,23,2,0,0.584,0.341,0.0,1,0,0,41.968,25,23.883,0,0.219,0.0,0.0,1.144,1.086,1.085,16.338,0.869,0.97,3.937,0.471,8.837,6.917,0.868,0.932,0.932,17,5,5,27,2,0,0,3,0,5,12,15,20,4,8,14,9,3,2,19,3,0,0.532,0.336,0.0,0,2,0,28.825,22,23.253,1,0.196,0.0,0.0,1.064,1.142,1.142
2021-04-22STLCOL,STL,COL,2020,2021-04-24STLCOL,2,4,0,0,0,0.32573,0.50251,0.22779,2021-04-22,5on5,1,20:00:00,2473,0.4844,0.5156,0.3803,0.6197,0.4681,0.5319,16.338,0.869,0.97,3.937,0.471,8.837,6.917,0.868,0.932,0.932,17,5,5,27,2,0,0,3,0,5,12,15,20,4,8,14,9,3,2,19,3,0,0.532,0.336,0.0,0,2,0,28.825,22,23.253,1,0.196,0.0,0.0,1.064,1.142,1.142,17.793,0.925,1.08,4.27,0.55,10.707,7.468,0.924,0.878,0.877,17,8,19,44,1,0,0,2,0,9,13,16,24,4,8,19,14,5,1,23,2,0,0.584,0.341,0.0,1,0,0,41.968,25,23.883,0,0.219,0.0,0.0,1.144,1.086,1.085
2021-04-22TBLCBJ,TBL,CBJ,2020,2021-04-25TBLCBJ,3,1,1,1,0,0.62893,0.21598,0.21008,2021-04-22,5on5,1,19:00:00,3036,0.4143,0.5857,0.4545,0.5455,0.5098,0.4902,18.629,0.783,1.075,4.506,0.558,10.621,8.457,0.782,0.835,0.834,21,5,4,30,0,0,0,7,1,5,13,21,26,3,6,15,23,2,2,23,3,0,0.469,0.314,0.0,0,0,0,31.385,26,27.227,0,0.218,0.0,0.0,1.001,1.067,1.065,18.008,1.107,1.227,4.336,0.573,10.614,7.144,1.087,1.073,1.054,23,2,11,36,2,1,1,8,0,8,6,21,23,1,2,32,25,4,1,20,5,0,0.58,0.526,0.0,0,2,0,34.763,25,24.477,0,0.252,0.177,0.177,1.181,1.138,1.117
2021-04-22TBLCBJ,CBJ,TBL,2020,2021-04-25TBLCBJ,1,3,0,0,0,0.21598,0.62893,0.21008,2021-04-22,5on5,0,19:00:00,3036,0.5857,0.4143,0.5455,0.4545,0.4902,0.5098,18.008,1.107,1.227,4.336,0.573,10.614,7.144,1.087,1.073,1.054,23,2,11,36,2,1,1,8,0,8,6,21,23,1,2,32,25,4,1,20,5,0,0.58,0.526,0.0,0,2,0,34.763,25,24.477,0,0.252,0.177,0.177,1.181,1.138,1.117,18.629,0.783,1.075,4.506,0.558,10.621,8.457,0.782,0.835,0.834,21,5,4,30,0,0,0,7,1,5,13,21,26,3,6,15,23,2,2,23,3,0,0.469,0.314,0.0,0,0,0,31.385,26,27.227,0,0.218,0.0,0.0,1.001,1.067,1.065
2021-04-22VANOTT,OTT,VAN,2020,2021-04-24VANOTT,3,0,1,1,0,0.33333,0.49505,0.22883,2021-04-22,5on5,0,22:00:00,2623,0.5879,0.4121,0.5926,0.4074,0.6111,0.3889,22.79,1.789,1.388,5.792,0.818,13.086,10.127,1.751,1.653,1.617,27,6,15,48,0,1,0,8,3,7,14,27,33,7,17,29,21,1,3,27,4,2,0.724,0.559,0.506,0,0,0,43.14,33,29.774,1,0.284,0.297,0.297,1.776,1.629,1.596,14.51,1.254,0.911,3.462,0.558,8.34,6.474,1.237,1.395,1.377,13,8,12,33,0,0,0,2,1,4,14,13,21,7,17,12,25,2,2,14,5,2,0.291,0.536,0.426,0,0,0,37.552,21,23.687,0,0.187,0.0,0.0,1.44,1.602,1.582
2021-04-22VANOTT,VAN,OTT,2020,2021-04-24VANOTT,0,3,0,0,0,0.49505,0.33333,0.22883,2021-04-22,5on5,1,22:00:00,2623,0.4121,0.5879,0.4074,0.5926,0.3889,0.6111,14.51,1.254,0.911,3.462,0.558,8.34,6.474,1.237,1.395,1.377,13,8,12,33,0,0,0,2,1,4,14,13,21,7,17,12,25,2,2,14,5,2,0.291,0.536,0.426,0,0,0,37.552,21,23.687,0,0.187,0.0,0.0,1.44,1.602,1.582,22.79,1.789,1.388,5.792,0.818,13.086,10.127,1.751,1.653,1.617,27,6,15,48,0,1,0,8,3,7,14,27,33,7,17,29,21,1,3,27,4,2,0.724,0.559,0.506,0,0,0,43.14,33,29.774,1,0.284,0.297,0.297,1.776,1.629,1.596
2021-04-22WPGTOR,WPG,TOR,2020,2021-04-24WPGTOR,3,5,0,0,0,0.35461,0.46512,0.2331,2021-04-22,5on5,1,19:00:00,3106,0.4394,0.5606,0.4535,0.5465,0.4769,0.5231,21.356,1.609,1.271,4.862,0.708,12.727,9.822,1.601,1.768,1.759,26,5,8,39,3,1,0,6,0,7,14,23,28,2,4,23,19,1,8,23,8,0,0.741,0.868,0.0,1,2,0,43.221,31,34.294,8,0.261,0.031,0.031,1.84,2.021,2.014,23.726,2.053,1.564,5.141,0.704,14.497,10.041,2.047,1.899,1.894,27,7,13,47,3,0,0,5,1,7,18,24,31,1,2,19,29,2,6,25,8,1,0.666,1.034,0.353,0,2,1,42.829,34,31.095,5,0.322,0.0,0.0,2.375,2.195,2.188
2021-04-22WPGTOR,TOR,WPG,2020,2021-04-24WPGTOR,5,3,1,1,0,0.46512,0.35461,0.2331,2021-04-22,5on5,0,19:00:00,3106,0.5606,0.4394,0.5465,0.4535,0.5231,0.4769,23.726,2.053,1.564,5.141,0.704,14.497,10.041,2.047,1.899,1.894,27,7,13,47,3,0,0,5,1,7,18,24,31,1,2,19,29,2,6,25,8,1,0.666,1.034,0.353,0,2,1,42.829,34,31.095,5,0.322,0.0,0.0,2.375,2.195,2.188,21.356,1.609,1.271,4.862,0.708,12.727,9.822,1.601,1.768,1.759,26,5,8,39,3,1,0,6,0,7,14,23,28,2,4,23,19,1,8,23,8,0,0.741,0.868,0.0,1,2,0,43.221,31,34.294,8,0.261,0.031,0.031,1.84,2.021,2.014
2021-04-23BUFBOS,BOS,BUF,2020,2021-04-25PITBOS,4,6,0,0,0,0.67114,0.19455,0.19841,2021-04-23,5on5,0,19:00:00,3101,0.4374,0.5626,0.3786,0.6214,0.3951,0.6049,23.889,1.967,1.686,5.642,0.669,12.748,9.287,1.937,1.935,1.906,27,5,7,39,3,0,0,5,3,4,17,24,29,2,4,24,12,8,3,23,7,2,0.617,0.774,0.576,2,1,0,39.428,32,31.749,1,0.347,0.0,0.0,2.314,2.274,2.239,35.981,2.53,2.407,7.722,1.061,20.037,15.242,2.457,2.535,2.463,35,14,15,64,3,3,1,10,3,15,15,32,46,4,8,30,8,1,5,39,9,1,1.145,1.153,0.231,2,0,1,62.405,49,48.578,2,0.492,0.56,0.605,2.416,2.442,2.405
2021-04-23BUFBOS,BUF,BOS,2020,2021-04-25NYRBUF,6,4,1,1,0,0.19455,0.67114,0.19841,2021-04-23,5on5,1,19:00:00,3101,0.5626,0.4374,0.6214,0.3786,0.6049,0.3951,35.981,2.53,2.407,7.722,1.061,20.037,15.242,2.457,2.535,2.463,35,14,15,64,3,3,1,10,3,15,15,32,46,4,8,30,8,1,5,39,9,1,1.145,1.153,0.231,2,0,1,62.405,49,48.578,2,0.492,0.56,0.605,2.416,2.442,2.405,23.889,1.967,1.686,5.642,0.669,12.748,9.287,1.937,1.935,1.906,27,5,7,39,3,0,0,5,3,4,17,24,29,2,4,24,12,8,3,23,7,2,0.617,0.774,0.576,2,1,0,39.428,32,31.749,1,0.347,0.0,0.0,2.314,2.274,2.239
2021-04-23CGYMTL,MTL,CGY,2020,2021-04-24CGYMTL,2,4,0,0,0,0.3876,0.43478,0.23981,2021-04-23,5on5,0,21:00:00,3337,0.6918,0.3082,0.6173,0.3827,0.6522,0.3478,31.533,2.653,2.099,7.071,0.997,18.806,13.374,2.597,2.584,2.529,28,17,5,50,2,1,0,7,2,15,18,26,43,1,2,31,14,10,10,35,8,2,1.15,0.977,0.526,0,1,1,49.453,45,44.659,4,0.435,0.217,0.217,2.87,2.799,2.754,17.745,1.182,1.124,4.486,0.534,9.393,7.281,1.148,1.228,1.191,18,6,7,31,2,0,0,7,2,7,6,16,22,1,2,22,22,11,5,19,5,0,0.574,0.608,0.0,2,0,0,31.265,24,24.14,4,0.234,0.0,0.0,1.417,1.47,1.427
2021-04-23CGYMTL,CGY,MTL,2020,2021-04-24CGYMTL,4,2,1,1,0,0.43478,0.3876,0.23981,2021-04-23,5on5,1,21:00:00,3337,0.3082,0.6918,0.3827,0.6173,0.3478,0.6522,17.745,1.182,1.124,4.486,0.534,9.393,7.281,1.148,1.228,1.191,18,6,7,31,2,0,0,7,2,7,6,16,22,1,2,22,22,11,5,19,5,0,0.574,0.608,0.0,2,0,0,31.265,24,24.14,4,0.234,0.0,0.0,1.417,1.47,1.427,31.533,2.653,2.099,7.071,0.997,18.806,13.374,2.597,2.584,2.529,28,17,5,50,2,1,0,7,2,15,18,26,43,1,2,31,14,10,10,35,8,2,1.15,0.977,0.526,0,1,1,49.453,45,44.659,4,0.435,0.217,0.217,2.87,2.799,2.754
