"game_id","home_team","away_team","home_score","away_score","season","game_time","game_date"
"2021-02-13DALCAR","DAL","CAR","3","4","2020","20:00:00","2021-02-13"
"2021-02-13FLATBL","FLA","TBL","1","6","2020","19:00:00","2021-02-13"
"2021-02-13NSHDET","NSH","DET","2","4","2020","20:00:00","2021-02-13"
"2021-02-13NYIBOS","NYI","BOS","4","2","2020","19:00:00","2021-02-13"
"2021-02-13SJSVGK","SJS","VGK","1","3","2020","16:00:00","2021-02-13"
"2021-02-13TORMTL","TOR","MTL","1","2","2020","19:00:00","2021-02-13"
"2021-02-13VANCGY","VAN","CGY","3","1","2020","22:00:00","2021-02-13"
"2021-02-13WPGOTT","WPG","OTT","1","2","2020","15:00:00","2021-02-13"
"2021-02-14PITWSH","PIT","WSH","6","3","2020","15:00:00","2021-02-14"
"2021-02-14VGKCOL","VGK","COL","1","0","2020","19:00:00","2021-02-14"
"2021-02-15ARISTL","ARI","STL","1","0","2020","16:00:00","2021-02-15"
"2021-02-15BUFNYI","BUF","NYI","1","3","2020","19:00:00","2021-02-15"
"2021-02-15CARCBJ","CAR","CBJ","7","3","2020","19:00:00","2021-02-15"
"2021-02-15DETCHI","DET","CHI","2","3","2020","19:30:00","2021-02-15"
"2021-02-15EDMWPG","EDM","WPG","5","6","2020","21:00:00","2021-02-15"
"2021-02-15SJSANA","SJS","ANA","3","2","2020","22:30:00","2021-02-15"
"2021-02-15TBLFLA","TBL","FLA","4","6","2020","19:00:00","2021-02-15"
"2021-02-15TOROTT","TOR","OTT","5","6","2020","19:00:00","2021-02-15"
"2021-02-15VANCGY","VAN","CGY","3","4","2020","22:00:00","2021-02-15"
"2021-02-16BUFNYI","BUF","NYI","0","3","2020","19:00:00","2021-02-16"
"2021-02-16LAKMIN","LAK","MIN","4","0","2020","22:00:00","2021-02-16"
"2021-02-16NYRNJD","NYR","NJD","2","5","2020","19:00:00","2021-02-16"
"2021-02-16PITWSH","PIT","WSH","1","3","2020","19:00:00","2021-02-16"
"2021-02-16VGKCOL","VGK","COL","2","3","2020","22:00:00","2021-02-16"
"2021-02-17CARFLA","CAR","FLA","3","4","2020","17:00:00","2021-02-17"
"2021-02-17CGYVAN","CGY","VAN","1","5","2020","22:00:00","2021-02-17"
"2021-02-17DETCHI","DET","CHI","0","2","2020","19:30:00","2021-02-17"
"2021-02-17EDMWPG","EDM","WPG","3","2","2020","22:00:00","2021-02-17"
"2021-02-17TOROTT","TOR","OTT","2","1","2020","19:00:00","2021-02-17"
"2021-02-18ANAMIN","ANA","MIN","1","3","2020","22:00:00","2021-02-18"
"2021-02-18ARILAK","ARI","LAK","2","3","2020","21:00:00","2021-02-18"
"2021-02-18BOSNJD","BOS","NJD","2","3","2020","19:00:00","2021-02-18"
